	Drug_use_number	Disease_number_within_Drug_Use	Disease_ratio_within_Drug_Use	p	expected_disease_ratio	odds_ratio	odds_ratio_ci_lower	odds_ratio_ci_higher	disease	drug	corrected_df	upmost_disease_parent	upmost_drug_parent	is_represented_by_children_diseases	is_represented_by_children_drugs
3618	126	12	0.09523809523809523	0.6777235072070718	10.236437246963565	1.1942908117752007	0.6549477575650119	2.17777758090742	hypospad	A03T1	0.9995084634941636	genital	A03T1	False	False
3619	330	20	0.060606060606060615	0.19338330733950224	26.80971659919028	0.7203192550714999	0.4546979091274087	1.1411088962834284	hypospad	A06T1	0.8368485476144633	genital	A06T1	False	False
3622	1941	167	0.08603812467800102	0.3942196839906956	157.68987854251012	1.0893985926991407	0.9040953242362229	1.3126815966861305	hypospad	A11T1	0.9626085627421629	genital	A11T1	False	False
3671	366	42	0.11475409836065575	0.020955755206328225	29.734412955465583	1.500925925925926	1.0760082561010915	2.093644377116144	hypospad	B03AT1	0.6391567555748952	genital	B03T1	False	False
3673	4507	381	0.08453516751719548	0.2114885419854641	366.1557354925776	1.1206300186654323	0.942879257701036	1.3318901953533866	hypospad	B03BB01T1	0.8486542013635214	genital	B03T1	False	False
3534	111	11	0.0990990990990991	0.85701762760737	9.961538461538463	1.1176605504587156	0.5965882049146796	2.093848144769016	genital	C05T1	0.9995084634941636	genital	C05T1	False	False
3633	256	15	0.05859375	0.21740559792200945	20.797840755735493	0.6963108003986795	0.4105240011296742	1.1810484391111096	hypospad	D01T1	0.8584565452690827	genital	D01T1	False	False
3634	174	14	0.08045977011494253	0.9185965768819472	14.136032388663967	0.9892857142857144	0.5692123851266065	1.7193691670502111	hypospad	D02T1	0.9995084634941636	genital	D02T1	False	False
3636	226	12	0.05309734513274336	0.14728620301266138	18.360593792172736	0.6267067955013464	0.34826742604627114	1.1277580909200045	hypospad	D06T1	0.8179046979378102	genital	D06T1	False	False
3637	421	35	0.0831353919239905	0.9564496889982248	34.202699055330626	1.026994178980362	0.7190328831988932	1.4668550886953	hypospad	D07T1	0.9995084634941636	genital	D07T1	False	False
3641	460	34	0.07391304347826087	0.6128985099188675	37.37112010796221	0.8967632083581301	0.6258533611733003	1.2849403738235838	hypospad	G01T1	0.9995084634941636	genital	G01T1	False	False
3675	517	41	0.07930367504835589	0.9332409359866304	42.00188933873145	0.9721985050704772	0.6985995074365112	1.3529496130473135	hypospad	G03AT1	0.9995084634941636	genital	G03T1	False	False
3677	244	20	0.08196721311475409	0.9386630612360168	19.82294197031039	1.0100638193421698	0.6343329584176703	1.6083492203984329	hypospad	G03DT1	0.9995084634941636	genital	G03T1	False	False
3678	441	39	0.08843537414965986	0.6310023270839733	35.82753036437247	1.103867872007635	0.7858417838050221	1.550597466261728	hypospad	G03GT1	0.9995084634941636	genital	G03T1	False	False
3647	973	72	0.07399794450154162	0.40971806188378795	79.0480431848853	0.890633049232509	0.6895040259376287	1.1504316125007663	hypospad	J01T1	0.9667716135672269	genital	J01T1	False	False
3681	464	35	0.07543103448275862	0.6999209536571043	37.696086369770576	0.9178681400903624	0.6435279576143383	1.3091613388735417	hypospad	J01CT1	0.9995084634941636	genital	J01T1	False	False
3588	162	11	0.06790123456790123	0.39837594103095975	14.538461538461537	0.7344917674220791	0.3961645300373019	1.3617527958901643	genital	J01AT1	0.9626085627421629	genital	J01T1	False	False
3591	118	13	0.11016949152542373	0.5351063021121898	10.589743589743591	1.2608822670172364	0.7046592313615365	2.2561601700820417	genital	J01FT1	0.9995084634941636	genital	J01T1	False	False
3650	170	11	0.06470588235294117	0.5115965895058294	13.8110661268556	0.7783311517628154	0.4200343970146188	1.4422613626648946	hypospad	J07T1	0.9947437591305172	genital	J07T1	False	False
3653	524	48	0.0916030534351145	0.4135586860822378	42.5705802968961	1.1525649971179808	0.8459715531057951	1.570272744638547	hypospad	M01T1	0.9704150856543712	genital	M01T1	False	False
3654	313	33	0.10543130990415336	0.13493841258056968	25.428609986504725	1.3521466231483803	0.9332594250027642	1.959048514818002	hypospad	N01T1	0.805502605310605	genital	N01T1	False	False
3686	1479	113	0.07640297498309669	0.4788751354752514	120.15627530364372	0.9206136765802262	0.7439995208803458	1.1391533431415548	hypospad	N02BT1	0.9830327014167999	genital	N02T1	False	False
3658	186	16	0.08602150537634409	0.9157768423632772	15.11093117408907	1.0661312989359566	0.6341894622722306	1.792265583376974	hypospad	N05T1	0.9995084634941636	genital	N05T1	False	False
3596	116	11	0.09482758620689656	0.976558001033572	10.410256410256409	1.0636376874908986	0.5685802822316939	1.9897368333113892	genital	N05BT1	0.9995084634941636	genital	N05T1	False	False
3691	154	11	0.07142857142857142	0.7631070750607815	12.511201079622133	0.8674996746062736	0.4671327055059254	1.6110104828282987	hypospad	N06ABT1	0.9995084634941636	genital	N06T1	False	False
3697	463	45	0.09719222462203024	0.2264301687951878	37.61484480431849	1.2350424780737546	0.8973107063725888	1.699890474741758	hypospad	R01AT1	0.8697918793881677	genital	R01T1	False	False
3699	241	20	0.08298755186721991	0.984849905667836	19.57921727395411	1.0242415760911818	0.6430760703004781	1.6313323643088882	hypospad	R03AT1	0.9995084634941636	genital	R03T1	False	False
3700	140	14	0.1	0.5066705541360859	11.373819163292847	1.2626606198034769	0.7222848563105071	2.2073172749964387	hypospad	R03BT1	0.9947437591305172	genital	R03T1	False	False
3665	633	49	0.07740916271721959	0.769539027931095	51.425910931174094	0.9443384775446506	0.6966498031622635	1.2800910243903956	hypospad	R06T1	0.9995084634941636	genital	R06T1	False	False
3666	168	13	0.07738095238095237	0.966145672552022	13.648582995951415	0.9473574675502492	0.5345927975727996	1.67882204062243	hypospad	S01T1	0.9995084634941636	genital	S01T1	False	False
920	605	62	0.1024793388429752	0.8233972657761731	59.9284750337382	1.042066780671753	0.7918831106343671	1.3712922536126433	severechd	A02T1	0.9995084634941636	heartdef	A02T1	False	False
1035	605	12	0.019834710743801654	0.9785712635441368	12.410256410256409	0.963382317513852	0.5311023784571507	1.7475076884319387	dtranspos	A02T1	0.9995084634941636	heartdef	A02T1	False	False
1105	605	12	0.019834710743801654	0.6173790303229967	14.288124156545207	0.8245895364115085	0.4560709119703195	1.4908819784665353	alltranspos	A02T1	0.9995084634941636	heartdef	A02T1	False	False
1337	605	24	0.039669421487603315	0.2863547535599315	19.105263157894736	1.2972707155151215	0.8432515987470413	1.9957404312469718	ASD	A02T1	0.9172205958955467	heartdef	A02T1	False	False
1471	605	77	0.12727272727272726	0.8835230587360309	75.35964912280701	1.0272113869188335	0.8002332979967549	1.3185695172359535	VSD	A02T1	0.9995084634941636	heartdef	A02T1	False	False
1572	605	35	0.05785123966942149	0.5697129078036428	38.782051282051285	0.8882575757575758	0.6229942222124744	1.2664668350995285	mVSD	A02T1	0.9995084634941636	heartdef	A02T1	False	False
1663	605	25	0.04132231404958678	0.9567035364618728	24.248987854251013	1.0352751014198782	0.6813671731812918	1.5730058297580558	pVSD	A02T1	0.9995084634941636	heartdef	A02T1	False	False
1881	605	22	0.03636363636363636	0.19203999808147187	16.492577597840754	1.3888888888888888	0.8849831256791103	2.1797165275877397	pulmsten	A02T1	0.8368485476144633	heartdef	A02T1	False	False
807	126	47	0.37301587301587297	0.0058889842444423066	33.02186234817814	1.6918806987074582	1.1747003543186552	2.4367578405295633	heartdef	A03T1	0.4481453662807834	heartdef	A03T1	False	False
921	126	14	0.1111111111111111	0.7592204014635973	12.480971659919028	1.1395833333333334	0.6503544934447651	1.99683432143674	severechd	A03T1	0.9995084634941636	heartdef	A03T1	False	False
1472	126	19	0.1507936507936508	0.445271280123845	15.694736842105264	1.2532048631213302	0.7655350743447592	2.051535561966515	VSD	A03T1	0.976194453854149	heartdef	A03T1	False	False
923	330	30	0.09090909090909093	0.6799574508867519	32.688259109311744	0.905681818181818	0.6173253916562714	1.3287312766843848	severechd	A06T1	0.9995084634941636	heartdef	A06T1	False	False
1340	330	11	0.03333333333333333	0.9797168452134564	10.421052631578947	1.0603061697850626	0.5728596902308671	1.9625210027104345	ASD	A06T1	0.9995084634941636	heartdef	A06T1	False	False
1574	330	21	0.06363636363636363	0.9365641749289664	21.153846153846157	0.9918737436379966	0.6311162308971472	1.5588468100716382	mVSD	A06T1	0.9995084634941636	heartdef	A06T1	False	False
1665	330	20	0.060606060606060615	0.07168327351558887	13.22672064777328	1.5844881798066843	0.9924254447758306	2.529764633870502	pVSD	A06T1	0.6962191787702605	heartdef	A06T1	False	False
811	71	16	0.22535211267605634	0.5676571971896294	18.607557354925774	0.8175965260077409	0.4674192923314181	1.4301165790691397	heartdef	A07T1	0.9995084634941636	heartdef	A07T1	False	False
874	54	20	0.3703703703703704	0.09673337259361174	14.152226720647773	1.663096039664565	0.9549630477156964	2.8963303279263566	heartdef	A10AT1	0.7532526370563966	heartdef	A10T1	False	False
876	48	15	0.3125	0.5271880950893292	12.579757085020242	1.2820210407133086	0.6948200818169274	2.3654727199791643	heartdef	A11CT1	0.9971560640835793	heartdef	A10T1	False	False
1475	65	12	0.18461538461538465	0.19912769572157465	8.096491228070175	1.5990721371911438	0.851304304973987	3.0036635372344183	VSD	A10T1	0.8368485476144633	heartdef	A10T1	False	False
928	1941	216	0.11128284389489954	0.03989768608761501	192.26639676113356	1.196817189860668	1.0117963339070728	1.4156716504544498	severechd	A11T1	0.6962191787702605	heartdef	A11T1	False	False
1040	1941	45	0.023183925811437404	0.382564462276511	39.815384615384616	1.1893706376434403	0.8363351225356104	1.6914302360034328	dtranspos	A11T1	0.9560454152875714	heartdef	A11T1	False	False
1110	1941	53	0.02730551262235961	0.246556480049244	45.840080971659916	1.230337420116699	0.8874588907150728	1.7056904642869948	alltranspos	A11T1	0.8901914901225467	heartdef	A11T1	False	False
1180	1941	19	0.009788768675940238	0.14774392135041134	13.882995951417005	1.5802319887372225	0.8992183726439241	2.77700413403054	DORV	A11T1	0.8179046979378102	heartdef	A11T1	False	False
1235	1941	22	0.011334363730036065	0.7484404512054159	23.836842105263162	0.8972064254480367	0.5536800686673223	1.4538709543993258	fallot	A11T1	0.9995084634941636	heartdef	A11T1	False	False
1298	1941	11	0.005667181865018032	0.13285279086182258	7.072469635627531	1.9424546632124355	0.899902265855293	4.192822111687467	singvent	A11T1	0.805502605310605	heartdef	A11T1	False	False
1343	1941	63	0.03245749613601236	0.8555097193057303	61.29473684210527	1.0393475702034642	0.774898240198034	1.3940454573903442	ASD	A11T1	0.9995084634941636	heartdef	A11T1	False	False
1423	1941	15	0.0077279752704791345	0.9892450265092309	15.454655870445347	0.9602449730954404	0.5331916285122108	1.7293414957169464	AVSD	A11T1	0.9995084634941636	heartdef	A11T1	False	False
1577	1941	128	0.06594538897475527	0.7399648098161506	124.42307692307692	1.0421308799242106	0.8450354313156444	1.2851967274327756	mVSD	A11T1	0.9995084634941636	heartdef	A11T1	False	False
1668	1941	76	0.03915507470376095	0.8612968423701406	77.79716599190283	0.9676901241007848	0.7417265713513637	1.262492423017969	pVSD	A11T1	0.9995084634941636	heartdef	A11T1	False	False
1758	1941	19	0.009788768675940238	0.09140304091797763	26.98016194331984	0.6337334621673851	0.3841384805184633	1.0455034354501658	bicuspidao	A11T1	0.7466485904987298	heartdef	A11T1	False	False
1837	1941	18	0.009273570324574959	0.10468411269623623	12.57327935222672	1.6970358814352575	0.9438629654367552	3.05121706046184	pulmatr	A11T1	0.7532526370563966	heartdef	A11T1	False	False
1887	1941	46	0.02369912416280268	0.29814523390788483	52.91255060728746	0.8267302618226101	0.5925792622960521	1.1534033829753114	pulmsten	A11T1	0.9172205958955467	heartdef	A11T1	False	False
2025	1941	11	0.005667181865018032	0.8533840039306668	12.049392712550606	0.8848852701702442	0.4485364536765897	1.7457264285788736	aortsten	A11T1	0.9995084634941636	heartdef	A11T1	False	False
2100	1941	33	0.017001545595054096	0.08578582257984649	25.14655870445344	1.4841269841269842	0.9708689228962324	2.268723257144854	hypoleft	A11T1	0.7187312186657652	heartdef	A11T1	False	False
2184	1941	11	0.005667181865018032	0.07054458486230268	18.07408906882591	0.5317223512596033	0.2785149397782733	1.015129238862813	patductarte	A11T1	0.6962191787702605	heartdef	A11T1	False	False
2231	1941	45	0.023183925811437404	0.0474649309837135	34.576518218623484	1.4682453077258841	1.020601267500825	2.112229675099179	coarctat	A11T1	0.6962191787702605	heartdef	A11T1	False	False
818	91	21	0.2307692307692308	0.5731353743831968	23.849122807017547	0.8429984383133784	0.5162240328487764	1.3766239496388817	heartdef	B01T1	0.9995084634941636	heartdef	B01T1	False	False
980	366	37	0.1010928961748634	0.9648227460849692	36.25425101214575	1.0240980668344142	0.7225832659917113	1.4514269840647165	severechd	B03AT1	0.9995084634941636	heartdef	B03T1	False	False
982	4507	450	0.09984468604393168	0.8075576870767447	446.4423751686909	1.0228799466753689	0.8747409711345744	1.1961065273455014	severechd	B03BB01T1	0.9995084634941636	heartdef	B03T1	False	False
1027	4507	11	0.002440647881073885	0.9365439338917648	10.339946018893386	1.18130931198102	0.4364020270650551	3.197720459637193	comarttrun	B03BB01T1	0.9995084634941636	heartdef	B03T1	False	False
1080	4507	84	0.018637674728200576	0.18189080134325647	92.45128205128205	0.7917835911212778	0.5731257502816571	1.093863353480123	dtranspos	B03BB01T1	0.8368485476144633	heartdef	B03T1	False	False
1151	4507	98	0.02174395384956734	0.2133353323520927	106.44062078272604	0.8157693973071609	0.6030153398409578	1.1035867010587266	alltranspos	B03BB01T1	0.8489982109939302	heartdef	B03T1	False	False
1216	4507	31	0.006878189483026403	0.8352796234726152	32.23630229419703	0.9069684783491754	0.524123312649015	1.5694623781596118	DORV	B03BB01T1	0.9995084634941636	heartdef	B03T1	False	False
1268	4507	56	0.012425116485467052	0.9739924060647952	55.34912280701754	1.0309593349809032	0.6740648465653855	1.5768173578551512	fallot	B03BB01T1	0.9995084634941636	heartdef	B03T1	False	False
1324	4507	11	0.002440647881073885	0.05187892229825625	16.422267206477734	0.4414618549822064	0.20458865913390065	0.952587353714356	singvent	B03BB01T1	0.6962191787702605	heartdef	B03T1	False	False
1391	366	13	0.035519125683060114	0.7727190660587888	11.557894736842105	1.1369771704715879	0.643314429287541	2.009463844305873	ASD	B03AT1	0.9995084634941636	heartdef	B03T1	False	False
1393	4507	131	0.029065897492788994	0.14066981948977314	142.32631578947368	0.8137945723363093	0.6259545310368411	1.0580027352259211	ASD	B03BB01T1	0.8063835704961995	heartdef	B03T1	False	False
1449	4507	37	0.008209451963612158	0.8693438255129912	35.88569500674764	1.0839637990644702	0.6381904166081114	1.8411080566316127	AVSD	B03BB01T1	0.9995084634941636	heartdef	B03T1	False	False
1630	366	23	0.06284153005464481	0.9932831037243258	23.461538461538463	0.9779406073428109	0.6343913183186959	1.507536127739978	mVSD	B03AT1	0.9995084634941636	heartdef	B03T1	False	False
1632	4507	298	0.06611936986909253	0.4039518407300603	288.9102564102564	1.0904102454653937	0.8998016534095149	1.3213962198342035	mVSD	B03BB01T1	0.9626085627421629	heartdef	B03T1	False	False
1715	366	15	0.04098360655737705	0.9630193943793572	14.669635627530365	1.0247317694126206	0.6029734556246548	1.7414949023845283	pVSD	B03AT1	0.9995084634941636	heartdef	B03T1	False	False
1717	4507	178	0.03949412025737741	0.7946803446236909	180.64493927125503	0.9619548443077854	0.7590370800327534	1.219119785883565	pVSD	B03BB01T1	0.9995084634941636	heartdef	B03T1	False	False
1795	4507	70	0.015531395606833812	0.1636742043048327	62.64790823211876	1.3720709461074572	0.9046563053817216	2.080987740817052	bicuspidao	B03BB01T1	0.8368485476144633	heartdef	B03T1	False	False
1863	4507	27	0.0059906811626359	0.6150623748807399	29.195141700404854	0.8271045918367347	0.4667287624324638	1.4657378351230332	pulmatr	B03BB01T1	0.9995084634941636	heartdef	B03T1	False	False
1928	366	12	0.032786885245901634	0.616157814298705	9.977327935222672	1.2228367528991972	0.6757626849848918	2.212803040870009	pulmsten	B03AT1	0.9995084634941636	heartdef	B03T1	False	False
1930	4507	125	0.02773463501220324	0.8109102859350469	122.86288798920378	1.0469334408175122	0.785069467710879	1.3961434937699657	pulmsten	B03BB01T1	0.9995084634941636	heartdef	B03T1	False	False
1984	4507	18	0.0039937874417572666	0.6703485015086552	16.422267206477734	1.289374025395411	0.578476047656865	2.8739052966813703	tricusp	B03BB01T1	0.9995084634941636	heartdef	B03T1	False	False
2015	4507	17	0.00377191036165964	0.2827718198443939	13.989338731443993	1.828099480326652	0.71993157562152	4.642035192143714	ebstein	B03BB01T1	0.9172205958955467	heartdef	B03T1	False	False
2052	4507	33	0.007321943643221655	0.1707172994492289	27.978677462887987	1.639730408170283	0.8615963706907797	3.1206210970023216	aortsten	B03BB01T1	0.8368485476144633	heartdef	B03T1	False	False
2135	4507	62	0.013756378966052809	0.5128304126901233	58.39028340080971	1.1769867001918877	0.7726493535570628	1.7929189820078986	hypoleft	B03BB01T1	0.9947437591305172	heartdef	B03T1	False	False
2211	4507	39	0.008653206123807409	0.5408598575202854	41.96801619433197	0.8359221128021486	0.5181491321464482	1.3485804285282668	patductarte	B03BB01T1	0.9995084634941636	heartdef	B03T1	False	False
2270	4507	83	0.01841579764810295	0.6904706763457102	80.28663967611338	1.092750119939477	0.7652716783124209	1.5603645848504166	coarctat	B03BB01T1	0.9995084634941636	heartdef	B03T1	False	False
2313	4507	13	0.0028844020412691373	0.6570190377196137	11.556410256410256	1.396714137368343	0.5302850067900668	3.678796037122155	TAPVR	B03BB01T1	0.9995084634941636	heartdef	B03T1	False	False
824	111	28	0.25225225225225223	0.8977882993232555	29.090688259109307	0.9491256562299354	0.6164853437913349	1.4612504910073176	heartdef	C05T1	0.9995084634941636	heartdef	C05T1	False	False
934	111	13	0.11711711711711713	0.6299821090563161	10.995141700404858	1.2102522007416003	0.6751725601245053	2.1693867255650683	severechd	C05T1	0.9995084634941636	heartdef	C05T1	False	False
825	83	25	0.3012048192771085	0.4904185131669779	21.75249662618084	1.216430126095012	0.7588969963460481	1.9498064411850684	heartdef	C07T1	0.9830935532350308	heartdef	C07T1	False	False
1485	83	16	0.1927710843373494	0.08446944281833199	10.33859649122807	1.6903355329197454	0.9754515331455011	2.929140112822895	VSD	C07T1	0.7151377591510679	heartdef	C07T1	False	False
828	256	63	0.24609375	0.6033709640003935	67.09203778677464	0.9163870099573416	0.6862294222456489	1.223738191333257	heartdef	D01T1	0.9995084634941636	heartdef	D01T1	False	False
938	256	28	0.109375	0.6483538040168305	25.358164642375172	1.1216142338849957	0.7517649760316646	1.6734199247936754	severechd	D01T1	0.9995084634941636	heartdef	D01T1	False	False
1488	256	20	0.078125	0.02826803903091425	31.88771929824561	0.5866509000131389	0.36969322774820396	0.9309320611104916	VSD	D01T1	0.6391567555748952	heartdef	D01T1	False	False
1588	256	14	0.0546875	0.619835735981909	16.41025641025641	0.8399096466538786	0.4860587361694709	1.4513641295735862	mVSD	D01T1	0.9995084634941636	heartdef	D01T1	False	False
939	174	14	0.08045977011494253	0.4823594837613673	17.235627530364372	0.791875	0.4561163451995836	1.3747940020667615	severechd	D02T1	0.9830327014167999	heartdef	D02T1	False	False
1489	174	28	0.16091954022988506	0.175879663608078	21.673684210526318	1.3587510522690749	0.9014010954199464	2.0481497431309488	VSD	D02T1	0.8368485476144633	heartdef	D02T1	False	False
1589	174	16	0.09195402298850576	0.17343412972256622	11.153846153846152	1.4951600893521966	0.8864006571191905	2.522001393881037	mVSD	D02T1	0.8368485476144633	heartdef	D02T1	False	False
942	226	26	0.11504424778761063	0.4813729195747544	22.386504723346828	1.18909604519774	0.784499880046098	1.8023577066982133	severechd	D06T1	0.9830327014167999	heartdef	D06T1	False	False
1354	226	11	0.04867256637168142	0.19386295218185287	7.136842105263157	1.5970591302534154	0.8588043559018118	2.969940531854282	ASD	D06T1	0.8368485476144633	heartdef	D06T1	False	False
1492	226	30	0.13274336283185842	0.7825434128981903	28.150877192982453	1.0782846173183722	0.7296296545389886	1.5935450385169356	VSD	D06T1	0.9995084634941636	heartdef	D06T1	False	False
1591	226	13	0.057522123893805316	0.7854066012946843	14.487179487179489	0.8880149584374937	0.5032916401823553	1.5668262761587377	mVSD	D06T1	0.9995084634941636	heartdef	D06T1	False	False
1896	226	12	0.05309734513274336	0.026758617229099186	6.160863697705803	2.064141662567634	1.1339216629228788	3.7574736795880974	pulmsten	D06T1	0.6391567555748952	heartdef	D06T1	False	False
943	421	36	0.0855106888361045	0.38216644706787617	41.70229419703104	0.8427641126781528	0.5936322360257532	1.196450102462734	severechd	D07T1	0.9560454152875714	heartdef	D07T1	False	False
1355	421	11	0.02612826603325416	0.6065338371811109	13.294736842105262	0.8140216559116263	0.4407523357979027	1.5034095170330302	ASD	D07T1	0.9995084634941636	heartdef	D07T1	False	False
1592	421	27	0.06413301662707839	0.9204908545405692	26.987179487179485	1.0005382070340827	0.6696873323987016	1.4948419289182282	mVSD	D07T1	0.9995084634941636	heartdef	D07T1	False	False
1682	421	16	0.03800475059382423	0.9237523308886566	16.87408906882591	0.9430868591010941	0.5642653762211668	1.576231435225539	pVSD	D07T1	0.9995084634941636	heartdef	D07T1	False	False
1897	421	12	0.02850356294536817	0.9942593657234444	11.476653171390016	1.0499034873246686	0.5809092247884438	1.8975380070749217	pulmsten	D07T1	0.9995084634941636	heartdef	D07T1	False	False
836	52	14	0.2692307692307692	0.9676722058301268	13.628070175438594	1.0376173837082332	0.5609985299143491	1.9191669453000115	heartdef	D10T1	0.9995084634941636	heartdef	D10T1	False	False
946	460	40	0.08695652173913042	0.4143089969189446	45.56545209176788	0.8585151639906683	0.6149492285323783	1.1985514455574542	severechd	G01T1	0.9704334390198219	heartdef	G01T1	False	False
1358	460	19	0.04130434782608696	0.2739738937882087	14.526315789473687	1.3496282233823762	0.8360595533968211	2.1786681749520387	ASD	G01T1	0.9172205958955467	heartdef	G01T1	False	False
1596	460	26	0.056521739130434775	0.5571045951651065	29.487179487179485	0.8673960567774779	0.5773082194924857	1.3032482370934104	mVSD	G01T1	0.9995084634941636	heartdef	G01T1	False	False
1684	460	25	0.05434782608695652	0.13673434834676707	18.437246963562753	1.411004056795132	0.9262279019453902	2.1495060169432247	pVSD	G01T1	0.805502605310605	heartdef	G01T1	False	False
1899	460	11	0.02391304347826087	0.7585262729120448	12.539811066126854	0.8669527396541471	0.4686206484328699	1.603870967502829	pulmsten	G01T1	0.9995084634941636	heartdef	G01T1	False	False
984	517	52	0.10058027079303676	0.9648878166164911	51.211605937921725	1.0184214675369725	0.7565059419026364	1.3710167073263353	severechd	G03AT1	0.9995084634941636	heartdef	G03T1	False	False
986	244	30	0.12295081967213115	0.2453989687448899	24.169500674763828	1.2867725148683091	0.8712735211684697	1.9004175666901173	severechd	G03DT1	0.8884666264531056	heartdef	G03T1	False	False
987	441	39	0.08843537414965986	0.4916945365670186	43.68340080971661	0.8757865349511436	0.6246526907209772	1.227885617392369	severechd	G03GT1	0.984142050984829	heartdef	G03T1	False	False
1053	975	14	0.014358974358974359	0.1823777222876952	20.0	0.6647513912138624	0.3820254224422814	1.1567146743683754	dtranspos	G03T1	0.8368485476144633	heartdef	G03T1	False	False
1123	975	20	0.020512820512820516	0.5674967970952963	23.02631578947368	0.8485053200472893	0.5299848151473514	1.3584564266211676	alltranspos	G03T1	0.9995084634941636	heartdef	G03T1	False	False
1156	441	11	0.024943310657596373	0.97806729531127	10.41497975708502	1.0614719228587637	0.5720537186619009	1.9696098570131035	alltranspos	G03GT1	0.9995084634941636	heartdef	G03T1	False	False
1247	975	15	0.015384615384615384	0.4305209625391301	11.973684210526313	1.307360197368421	0.7483485726407423	2.2839499507988283	fallot	G03T1	0.976194453854149	heartdef	G03T1	False	False
1394	517	14	0.02707930367504836	0.6339199952929542	16.326315789473686	0.8442255557563708	0.4881578689153856	1.4600129064306675	ASD	G03AT1	0.9995084634941636	heartdef	G03T1	False	False
1398	441	14	0.031746031746031744	0.9047184184804092	13.926315789473687	1.0058122205663191	0.5808754723097538	1.7416094692686157	ASD	G03GT1	0.9995084634941636	heartdef	G03T1	False	False
1633	517	30	0.05802707930367505	0.6229472292277712	33.141025641025635	0.8926008813418546	0.6098020776722783	1.3065490632854841	mVSD	G03AT1	0.9995084634941636	heartdef	G03T1	False	False
1635	244	18	0.07377049180327869	0.6212496139579179	15.64102564102564	1.1692453670533105	0.7168298231687039	1.9071956609342609	mVSD	G03DT1	0.9995084634941636	heartdef	G03T1	False	False
1636	441	32	0.07256235827664399	0.5171936800164527	28.26923076923077	1.1525771716513875	0.7941988837899348	1.6726718756800465	mVSD	G03GT1	0.9947437591305172	heartdef	G03T1	False	False
1718	517	17	0.032882011605415866	0.4538588311592534	20.721862348178142	0.8030071428571428	0.4880492624880101	1.3212200510095715	pVSD	G03AT1	0.976194453854149	heartdef	G03T1	False	False
1722	441	20	0.045351473922902494	0.6479007676173741	17.675708502024293	1.147688587427219	0.7213576724044598	1.8259861149326624	pVSD	G03GT1	0.9995084634941636	heartdef	G03T1	False	False
1773	975	12	0.012307692307692308	0.7573320926018801	13.552631578947368	0.8687138406764575	0.4740279644781082	1.592023664286783	bicuspidao	G03T1	0.9995084634941636	heartdef	G03T1	False	False
1901	975	22	0.02256410256410257	0.3893334673498916	26.578947368421048	0.8022035676810073	0.5125921162260577	1.2554437409964647	pulmsten	G03T1	0.9605942524362716	heartdef	G03T1	False	False
1935	441	14	0.031746031746031744	0.6558050994627007	12.021862348178134	1.1825950470875477	0.6811309116133863	2.053248533506304	pulmsten	G03GT1	0.9995084634941636	heartdef	G03T1	False	False
2112	975	15	0.015384615384615384	0.5701556879180819	12.63157894736842	1.2256944444444444	0.7035714123655309	2.135286972634218	hypoleft	G03T1	0.9995084634941636	heartdef	G03T1	False	False
884	29	16	0.5517241379310345	0.0008309027410284182	7.600269905533064	3.4859014298266637	1.6737161550295	7.260196863101563	heartdef	G03CT1	0.3926522694813605	heartdef	G03T1	False	False
1540	244	31	0.12704918032786885	0.9831680658990348	30.392982456140352	1.023674182614371	0.6977876863388204	1.5017588482385078	VSD	G03DT1	0.9995084634941636	heartdef	G03T1	False	False
843	86	22	0.2558139534883721	0.9923781184044396	22.538731443994603	0.9675130208333332	0.5943967432732187	1.5748428235444876	heartdef	H02T1	0.9995084634941636	heartdef	H02T1	False	False
1501	86	14	0.16279069767441862	0.35984976657199563	10.712280701754386	1.3722344456667892	0.7708611512539715	2.4427581683306867	VSD	H02T1	0.9452756975588359	heartdef	H02T1	False	False
951	138	12	0.08695652173913042	0.7365404895159702	13.669635627530365	0.8640021105395067	0.4755562964948599	1.569739802666646	severechd	H03T1	0.9995084634941636	heartdef	H03T1	False	False
1502	138	18	0.13043478260869565	0.9355972964778974	17.189473684210526	1.0553038674033148	0.6398984713244205	1.7403796109270255	VSD	H03T1	0.9995084634941636	heartdef	H03T1	False	False
1601	138	12	0.08695652173913042	0.35183487043499395	8.846153846153848	1.4005965237066749	0.7690031077572679	2.5509267809596574	mVSD	H03T1	0.94424676726599	heartdef	H03T1	False	False
952	973	83	0.08530318602261049	0.13805094383288105	96.3808367071525	0.8288682925145412	0.6526049892967639	1.0527388812584704	severechd	J01T1	0.805502605310605	heartdef	J01T1	False	False
990	162	15	0.0925925925925926	0.8843558046092662	16.046963562753035	0.9265987340694276	0.5417011787151962	1.5849794087866895	severechd	J01AT1	0.9995084634941636	heartdef	J01T1	False	False
991	464	39	0.08405172413793104	0.2996679916842123	45.961673414305	0.8253542107490478	0.5891311099882891	1.1562953672820393	severechd	J01CT1	0.9172205958955467	heartdef	J01T1	False	False
1056	973	20	0.02055498458376156	0.9113190716078114	19.95897435897436	1.0024166110210182	0.6232632159329435	1.6122226314074264	dtranspos	J01T1	0.9995084634941636	heartdef	J01T1	False	False
1126	973	21	0.02158273381294964	0.7376027503805744	22.979082321187587	0.8999713521772346	0.5675713746939306	1.42704243175846	alltranspos	J01T1	0.9995084634941636	heartdef	J01T1	False	False
